created_at,content,lang,username,Cleaning,HapusEmoji,3/Lebih,CaseFolding,Normalization,Translated_Text,Sentiment_Label,Tokenizing,Stopword_Removal,Stemming
Mon May 13 13:49:30 +0000 2024,@madokafc1 IKN bisa kena impact disana boro boro ada air defence sekelas anti balistik level terminal/booster sekalipun puing puing dongfeng yg ke intresep aegis bisa kena lsg sekitaran kalimantan-sulawesi,in,JsmSelamat25259,IKN bisa kena impact disana boro boro ada air defence sekelas anti balistik level terminal booster sekalipun puing puing dongfeng yg ke intresep aegis bisa kena lsg sekitaran kalimantan sulawesi,IKN bisa kena impact disana boro boro ada air defence sekelas anti balistik level terminal booster sekalipun puing puing dongfeng yg ke intresep aegis bisa kena lsg sekitaran kalimantan sulawesi,IKN bisa kena impact disana boro boro ada air defence sekelas anti balistik level terminal booster sekalipun puing puing dongfeng yg ke intresep aegis bisa kena lsg sekitaran kalimantan sulawesi,ikn bisa kena impact disana boro boro ada air defence sekelas anti balistik level terminal booster sekalipun puing puing dongfeng yg ke intresep aegis bisa kena lsg sekitaran kalimantan sulawesi,ibu kota nusantara bisa kena impact disana boro boro ada air defence sekelas anti balistik level terminal pendorong sekalipun puing puing dongfeng yang ke intresep aegis bisa kena lsg sekitaran kalimantan sulawesi,The capital city of the archipelago can be impact there boro boro there is an anti -ballistic air defense level even though the debris of the Dongfeng that goes to intrep aegis can be subject to LSG around Kalimantan Sulawesi,Negative,"['ibu', 'kota', 'nusantara', 'bisa', 'kena', 'impact', 'disana', 'boro', 'boro', 'ada', 'air', 'defence', 'sekelas', 'anti', 'balistik', 'level', 'terminal', 'pendorong', 'sekalipun', 'puing', 'puing', 'dongfeng', 'yang', 'ke', 'intresep', 'aegis', 'bisa', 'kena', 'lsg', 'sekitaran', 'kalimantan', 'sulawesi']",kota nusantara kena impact disana boro boro air defence sekelas anti balistik level terminal pendorong puing puing dongfeng intresep aegis kena lsg sekitaran kalimantan sulawesi,kota nusantara kena impact sana boro boro air defence kelas anti balistik level terminal dorong puing puing dongfeng intresep aegis kena lsg sekitar kalimantan sulawesi
Mon May 13 13:43:23 +0000 2024,@faiza_Abdullah8 @KheyL4_8 @jokowi Sek aku tak mbangun IKN ...,in,Herri32407314,Sek aku tak mbangun IKN,Sek aku tak mbangun IKN,Sek aku tak mbangun IKN,sek aku tak mbangun ikn,sek aku tidak mbangun ibu kota nusantara,Sek I didn't build the capital city of the archipelago,Negative,"['sek', 'aku', 'tidak', 'mbangun', 'ibu', 'kota', 'nusantara']",sek mbangun kota nusantara,sek mbangun kota nusantara
Mon May 13 13:43:17 +0000 2024,@geloraco Udah dikasih tau kalau mereka bangun IKN utk istana para penjahat malah oke gas oke gas. Klw mreka udah pindah kesana siapa yg akan mengontrol dan mengawasi?,in,DsSupriyady,Udah dikasih tau kalau mereka bangun IKN utk istana para penjahat malah oke gas oke gas  Klw mreka udah pindah kesana siapa yg akan mengontrol dan mengawasi,Udah dikasih tau kalau mereka bangun IKN utk istana para penjahat malah oke gas oke gas  Klw mreka udah pindah kesana siapa yg akan mengontrol dan mengawasi,Udah dikasih tau kalau mereka bangun IKN utk istana para penjahat malah oke gas oke gas  Klw mreka udah pindah kesana siapa yg akan mengontrol dan mengawasi,udah dikasih tau kalau mereka bangun ikn utk istana para penjahat malah oke gas oke gas  klw mreka udah pindah kesana siapa yg akan mengontrol dan mengawasi,sudah kasih tahu kalau mereka bangun ibu kota nusantara untuk istana para penjahat bahkan oke gas oke gas kalau mreka sudah pindah kesana siapa yang akan mengontrol dan mengawasi,have told me that they woke up the capital city of the archipelago for the palace of the criminals and even okay gas okay gas if they have moved there who will control and supervise,Positive,"['sudah', 'kasih', 'tahu', 'kalau', 'mereka', 'bangun', 'ibu', 'kota', 'nusantara', 'untuk', 'istana', 'para', 'penjahat', 'bahkan', 'oke', 'gas', 'oke', 'gas', 'kalau', 'mreka', 'sudah', 'pindah', 'kesana', 'siapa', 'yang', 'akan', 'mengontrol', 'dan', 'mengawasi']",kasih bangun kota nusantara istana penjahat oke gas oke gas pindah kesana mengontrol mengawasi,kasih bangun kota nusantara istana jahat oke gas oke gas pindah kesana kontrol awas
Mon May 13 13:41:02 +0000 2024,@DokterTifa IKN sekedar proyek untuk mengeruk APBN kah?,in,jwysta,IKN sekedar proyek untuk mengeruk APBN kah,IKN sekedar proyek untuk mengeruk APBN kah,IKN sekedar proyek untuk mengeruk APBN kah,ikn sekedar proyek untuk mengeruk apbn kah,ibu kota nusantara sekedar proyek untuk mengeruk apbn kah,The capital city of the archipelago is just a project to dredge the state budget,Negative,"['ibu', 'kota', 'nusantara', 'sekedar', 'proyek', 'untuk', 'mengeruk', 'apbn', 'kah']",kota nusantara sekedar proyek mengeruk apbn kah,kota nusantara dar proyek keruk apbn kah
Mon May 13 13:39:41 +0000 2024,Targetnya secara keseluruhan konstruksi infrastruktur dasar di IKN sudah mencapai 80% https://t.co/ukOPjesigJ,in,seolabanyumanik,Targetnya secara keseluruhan konstruksi infrastruktur dasar di IKN sudah mencapai,Targetnya secara keseluruhan konstruksi infrastruktur dasar di IKN sudah mencapai,Targetnya secara keseluruhan konstruksi infrastruktur dasar di IKN sudah mencapai,targetnya secara keseluruhan konstruksi infrastruktur dasar di ikn sudah mencapai,targetnya secara keseluruhan konstruksi infrastruktur dasar di ibu kota nusantara sudah mencapai,The target as a whole construction of basic infrastructure in the capital city of the archipelago has reached,Positive,"['targetnya', 'secara', 'keseluruhan', 'konstruksi', 'infrastruktur', 'dasar', 'di', 'ibu', 'kota', 'nusantara', 'sudah', 'mencapai']",targetnya konstruksi infrastruktur dasar kota nusantara mencapai,target konstruksi infrastruktur dasar kota nusantara capai
Mon May 13 13:37:08 +0000 2024,Bisa g sih kt breng slmanya??,in,uhe_persib33,Bisa g sih kt breng slmanya,Bisa g sih kt breng slmanya,Bisa g sih kt breng slmanya,bisa g sih kt breng slmanya,bisa g sih kita breng slmanya,"can we do it, we have",Negative,"['bisa', 'g', 'sih', 'kita', 'breng', 'slmanya']",breng slmanya,breng slmanya
Mon May 13 13:36:51 +0000 2024,kaya IKN terlalu maksa,in,Ranggaaci,kaya IKN terlalu maksa,kaya IKN terlalu maksa,kaya IKN terlalu maksa,kaya ikn terlalu maksa,kaya ibu kota nusantara terlalu maksa,rich in the capital city of the archipelago is too forceful,Positive,"['kaya', 'ibu', 'kota', 'nusantara', 'terlalu', 'maksa']",kaya kota nusantara maksa,kaya kota nusantara maksa
Mon May 13 13:34:23 +0000 2024,@liaasister Cuma bingung aja kalau buat kebutuhan dasar rakyat perhitungan banget tapi kalau buat investor untuk IKN bisa sampai rarusan tahun dan pajaknya bisa 'bebas' sampai puluhan tahun. Jadi mikir sebenarnya negara didirikan buat siapa??? mohon pence,in,penjilatparTAI,Cuma bingung aja kalau buat kebutuhan dasar rakyat perhitungan banget tapi kalau buat investor untuk IKN bisa sampai rarusan tahun dan pajaknya bisa  bebas  sampai puluhan tahun  Jadi mikir sebenarnya negara didirikan buat siapa    mohon pence,Cuma bingung aja kalau buat kebutuhan dasar rakyat perhitungan banget tapi kalau buat investor untuk IKN bisa sampai rarusan tahun dan pajaknya bisa  bebas  sampai puluhan tahun  Jadi mikir sebenarnya negara didirikan buat siapa    mohon pence,Cuma bingung aja kalau buat kebutuhan dasar rakyat perhitungan banget tapi kalau buat investor untuk IKN bisa sampai rarusan tahun dan pajaknya bisa  bebas  sampai puluhan tahun  Jadi mikir sebenarnya negara didirikan buat siapa mohon pence,cuma bingung aja kalau buat kebutuhan dasar rakyat perhitungan banget tapi kalau buat investor untuk ikn bisa sampai rarusan tahun dan pajaknya bisa  bebas  sampai puluhan tahun  jadi mikir sebenarnya negara didirikan buat siapa mohon pence,cuma bingung saja kalau buat kebutuhan dasar rakyat perhitungan banget tapi kalau buat investor untuk ibu kota nusantara bisa sampai rarusan tahun dan pajaknya bisa bebas sampai puluhan tahun jadi mikir sebenarnya negara didirikan buat siapa mohon pence,just confused if for the basic needs of the people really calculated but if for investors for the capital city of the archipelago it can take the year and the tax can be free for decades so thinking the state is actually established for who please use,Positive,"['cuma', 'bingung', 'saja', 'kalau', 'buat', 'kebutuhan', 'dasar', 'rakyat', 'perhitungan', 'banget', 'tapi', 'kalau', 'buat', 'investor', 'untuk', 'ibu', 'kota', 'nusantara', 'bisa', 'sampai', 'rarusan', 'tahun', 'dan', 'pajaknya', 'bisa', 'bebas', 'sampai', 'puluhan', 'tahun', 'jadi', 'mikir', 'sebenarnya', 'negara', 'didirikan', 'buat', 'siapa', 'mohon', 'pence']",bingung kebutuhan dasar rakyat perhitungan banget investor kota nusantara rarusan pajaknya bebas puluhan mikir negara didirikan mohon pence,bingung butuh dasar rakyat hitung banget investor kota nusantara rarusan pajak bebas puluh mikir negara diri mohon pence
Mon May 13 13:34:00 +0000 2024,@DokterTifa IKN ngono kanggo wong Cino.,in,wawan57044761,IKN ngono kanggo wong Cino,IKN ngono kanggo wong Cino,IKN ngono kanggo wong Cino,ikn ngono kanggo wong cino,ibu kota nusantara ngono kanggo wong cino,Capital City of Nusantara Ngoo Kanggo Wong Cino,Negative,"['ibu', 'kota', 'nusantara', 'ngono', 'kanggo', 'wong', 'cino']",kota nusantara ngono kanggo cino,kota nusantara ngono kanggo cino
Mon May 13 13:30:01 +0000 2024,@Nagashima_007 @BBerizik @blantik_pedhet2 Ujung2 nya IKN jadinya milik siapa tuh jawab dach hanya orang2 yg cerdas pasti tahu ,in,okezonenews,Ujung  nya IKN jadinya milik siapa tuh jawab dach hanya orang  yg cerdas pasti tahu,Ujung  nya IKN jadinya milik siapa tuh jawab dach hanya orang  yg cerdas pasti tahu,Ujung  nya IKN jadinya milik siapa tuh jawab dach hanya orang  yg cerdas pasti tahu,ujung  nya ikn jadinya milik siapa tuh jawab dach hanya orang  yg cerdas pasti tahu,ujung nya ibu kota nusantara jadinya milik siapa tuh jawab dach hanya orang yang cerdas pasti tahu,The end of the capital city of the archipelago will be owned by whom the answer is only a smart person,Positive,"['ujung', 'nya', 'ibu', 'kota', 'nusantara', 'jadinya', 'milik', 'siapa', 'tuh', 'jawab', 'dach', 'hanya', 'orang', 'yang', 'cerdas', 'pasti', 'tahu']",ujung kota nusantara milik dach orang cerdas,ujung kota nusantara milik dach orang cerdas
Mon May 13 13:27:28 +0000 2024,@NawawiAlMaroni @DokterTifa trust ntar yang nempati ikn siapa?,in,ikn0wuu,trust ntar yang nempati ikn siapa,trust ntar yang nempati ikn siapa,trust ntar yang nempati ikn siapa,trust ntar yang nempati ikn siapa,trust nanti yang nempati ibu kota nusantara siapa,trust nanti yang nempati ibu kota nusantara siapa,Negative,"['trust', 'nanti', 'yang', 'nempati', 'ibu', 'kota', 'nusantara', 'siapa']",trust nempati kota nusantara,trust nempati kota nusantara
Mon May 13 13:26:45 +0000 2024,Makin hari makin fuck ikn gw mah.,in,Najazi731,Makin hari makin fuck ikn gw mah,Makin hari makin fuck ikn gw mah,Makin hari makin fuck ikn gw mah,makin hari makin fuck ikn gw mah,makin hari makin fuck ibu kota nusantara saya mah,The more days the fuck of the capital city of my archipelago is mah,Positive,"['makin', 'hari', 'makin', 'fuck', 'ibu', 'kota', 'nusantara', 'saya', 'mah']",fuck kota nusantara,fuck kota nusantara
Mon May 13 13:25:07 +0000 2024,@jokowi berapa ribu kilometer jalan di pelosok dpt dibangun dari biaya IKN pak?,in,Matinokhoirudi2,berapa ribu kilometer jalan di pelosok dpt dibangun dari biaya IKN pak,berapa ribu kilometer jalan di pelosok dpt dibangun dari biaya IKN pak,berapa ribu kilometer jalan di pelosok dpt dibangun dari biaya IKN pak,berapa ribu kilometer jalan di pelosok dpt dibangun dari biaya ikn pak,berapa ribu kilometer jalan di pelosok dapat dibangun dari biaya ibu kota nusantara pak,"How many thousand kilometers of roads in remote areas can be built from the cost of the capital city of the archipelago, sir",Positive,"['berapa', 'ribu', 'kilometer', 'jalan', 'di', 'pelosok', 'dapat', 'dibangun', 'dari', 'biaya', 'ibu', 'kota', 'nusantara', 'pak']",ribu kilometer jalan pelosok dibangun biaya kota nusantara,ribu kilometer jalan pelosok bangun biaya kota nusantara
Mon May 13 13:21:16 +0000 2024,@MafiaWasit @KemenPU Solusinya IKN,in,TriariniE18665,Solusinya IKN,Solusinya IKN,Solusinya IKN,solusinya ikn,solusinya ibu kota nusantara,the solution is the capital city of the archipelago,Negative,"['solusinya', 'ibu', 'kota', 'nusantara']",solusinya kota nusantara,solusi kota nusantara
Mon May 13 13:20:55 +0000 2024,Rakyat di suruh jadi penonton. Telan Dana Rp4 2 Triliun Bandara VVIP IKN Hanya untuk Melayani Tamu Penting Negara Rakyat Tak Bisa https://t.co/Zi2GStHlTS,in,tehtubr74966839,Rakyat di suruh jadi penonton  Telan Dana Rp    Triliun Bandara VVIP IKN Hanya untuk Melayani Tamu Penting Negara Rakyat Tak Bisa,Rakyat di suruh jadi penonton  Telan Dana Rp    Triliun Bandara VVIP IKN Hanya untuk Melayani Tamu Penting Negara Rakyat Tak Bisa,Rakyat di suruh jadi penonton  Telan Dana Rp Triliun Bandara VVIP IKN Hanya untuk Melayani Tamu Penting Negara Rakyat Tak Bisa,rakyat di suruh jadi penonton  telan dana rp triliun bandara vvip ikn hanya untuk melayani tamu penting negara rakyat tak bisa,rakyat di suruh jadi penonton telan dana rupiah triliun bandara vvip ibu kota nusantara hanya untuk melayani tamu penting negara rakyat tidak bisa,"the people are told to be a spectator swallowing the trillions of Rupiah, VVIP Airport, the Capital City of the Archipelago, only to serve important guests of the people",Positive,"['rakyat', 'di', 'suruh', 'jadi', 'penonton', 'telan', 'dana', 'rupiah', 'triliun', 'bandara', 'vvip', 'ibu', 'kota', 'nusantara', 'hanya', 'untuk', 'melayani', 'tamu', 'penting', 'negara', 'rakyat', 'tidak', 'bisa']",rakyat suruh penonton telan dana rupiah triliun bandara vvip kota nusantara melayani tamu negara rakyat,rakyat suruh tonton telan dana rupiah triliun bandara vvip kota nusantara layan tamu negara rakyat
Mon May 13 13:20:00 +0000 2024,@geloraco Balikpapan dan samarinda ada bandara. Memang gak jelas IKN ini. Dibangun buat siapa??? pemerataan atau meratakan pribumi???,in,democrazymedia,Balikpapan dan samarinda ada bandara  Memang gak jelas IKN ini  Dibangun buat siapa    pemerataan atau meratakan pribumi,Balikpapan dan samarinda ada bandara  Memang gak jelas IKN ini  Dibangun buat siapa    pemerataan atau meratakan pribumi,Balikpapan dan samarinda ada bandara  Memang gak jelas IKN ini  Dibangun buat siapa pemerataan atau meratakan pribumi,balikpapan dan samarinda ada bandara  memang gak jelas ikn ini  dibangun buat siapa pemerataan atau meratakan pribumi,balikpapan dan samarinda ada bandara memang gak jelas ibu kota nusantara ini dibangun buat siapa pemerataan atau meratakan pribumi,Balikpapan and Samarinda there is an airport it is not clear that the capital city of the archipelago is built for who equal distribution or leveling the natives,Negative,"['balikpapan', 'dan', 'samarinda', 'ada', 'bandara', 'memang', 'gak', 'jelas', 'ibu', 'kota', 'nusantara', 'ini', 'dibangun', 'buat', 'siapa', 'pemerataan', 'atau', 'meratakan', 'pribumi']",balikpapan samarinda bandara kota nusantara dibangun pemerataan meratakan pribumi,balikpapan samarinda bandara kota nusantara bangun perata rata pribumi
Mon May 13 13:18:26 +0000 2024,@DokterTifa tifa emang ada keharusan ya buat pak @jokowi tinggal di IKN?? narasimu bego utk seorang yang katanya bergelar dokter ,in,alrasyidlathif,tifa emang ada keharusan ya buat pak  tinggal di IKN   narasimu bego utk seorang yang katanya bergelar dokter,tifa emang ada keharusan ya buat pak  tinggal di IKN   narasimu bego utk seorang yang katanya bergelar dokter,tifa emang ada keharusan ya buat pak  tinggal di IKN narasimu bego utk seorang yang katanya bergelar dokter,tifa emang ada keharusan ya buat pak  tinggal di ikn narasimu bego utk seorang yang katanya bergelar dokter,tifa emang ada keharusan iya buat pak tinggal di ibu kota nusantara narasimu bego untuk seorang yang katanya bergelar dokter,Tifa really has a necessity for sir to live in the capital city of your Nusantara narrative for a person who he said holds a doctor,Positive,"['tifa', 'emang', 'ada', 'keharusan', 'iya', 'buat', 'pak', 'tinggal', 'di', 'ibu', 'kota', 'nusantara', 'narasimu', 'bego', 'untuk', 'seorang', 'yang', 'katanya', 'bergelar', 'dokter']",tifa emang keharusan iya tinggal kota nusantara narasimu bego bergelar dokter,tifa emang harus iya tinggal kota nusantara narasi bego gelar dokter
Mon May 13 13:16:57 +0000 2024,Piye ya yen dewe rabi saiki terus merantau ke IKN ya minimal dadi kepala dinas. Oke gak?,in,roymz_13,Piye ya yen dewe rabi saiki terus merantau ke IKN ya minimal dadi kepala dinas  Oke gak,Piye ya yen dewe rabi saiki terus merantau ke IKN ya minimal dadi kepala dinas  Oke gak,Piye ya yen dewe rabi saiki terus merantau ke IKN ya minimal dadi kepala dinas  Oke gak,piye ya yen dewe rabi saiki terus merantau ke ikn ya minimal dadi kepala dinas  oke gak,piye iya yen sendiri rabi saiki terus merantau ke ibu kota nusantara iya minimal dadi kepala dinas oke gak,piye yes yen himself rabi saiki continues to migrate to the capital city of the archipelago yes at least the head of the service is okay,Positive,"['piye', 'iya', 'yen', 'sendiri', 'rabi', 'saiki', 'terus', 'merantau', 'ke', 'ibu', 'kota', 'nusantara', 'iya', 'minimal', 'dadi', 'kepala', 'dinas', 'oke', 'gak']",piye iya yen rabi saiki merantau kota nusantara iya minimal dadi kepala dinas oke,piye iya yen rabi saiki rantau kota nusantara iya minimal dadi kepala dinas oke
Mon May 13 13:15:25 +0000 2024,LIVE! OUT OF THE BOX WITH DR TIFA: IKN GAK JADI TOXIC DILARANG!! https://t.co/FQ7mTdeINH lewat @YouTube,in,tommiyes,LIVE  OUT OF THE BOX WITH DR TIFA  IKN GAK JADI TOXIC DILARANG     lewat,LIVE  OUT OF THE BOX WITH DR TIFA  IKN GAK JADI TOXIC DILARANG     lewat,LIVE  OUT OF THE BOX WITH DR TIFA  IKN GAK JADI TOXIC DILARANG lewat,live  out of the box with dr tifa  ikn gak jadi toxic dilarang lewat,langsung keluar of the box with dari tifa ibu kota nusantara gak jadi toxic dilarang lewat,immediately came out of the box with from the capital city of the archipelago not to be prohibited toxic,Negative,"['langsung', 'keluar', 'of', 'the', 'box', 'with', 'dari', 'tifa', 'ibu', 'kota', 'nusantara', 'gak', 'jadi', 'toxic', 'dilarang', 'lewat']",langsung of the box with tifa kota nusantara toxic dilarang,langsung of the box with tifa kota nusantara toxic larang
Mon May 13 13:12:44 +0000 2024,@T0M5helby Kemarin yg dituduh ogah lanjutkan IKN adalah pihak lain. Kalian kena prank lurr.,in,Kusanto8,Kemarin yg dituduh ogah lanjutkan IKN adalah pihak lain  Kalian kena prank lurr,Kemarin yg dituduh ogah lanjutkan IKN adalah pihak lain  Kalian kena prank lurr,Kemarin yg dituduh ogah lanjutkan IKN adalah pihak lain  Kalian kena prank lurr,kemarin yg dituduh ogah lanjutkan ikn adalah pihak lain  kalian kena prank lurr,kemarin yang dituduh tidak mau lanjutkan ibu kota nusantara adalah pihak lain kalian kena prank lurr,kemarin yang dituduh tidak mau lanjutkan ibu kota nusantara adalah pihak lain kalian kena prank lurr,Negative,"['kemarin', 'yang', 'dituduh', 'tidak', 'mau', 'lanjutkan', 'ibu', 'kota', 'nusantara', 'adalah', 'pihak', 'lain', 'kalian', 'kena', 'prank', 'lurr']",kemarin dituduh lanjutkan kota nusantara kena prank lurr,kemarin tuduh lanjut kota nusantara kena prank lurr
Mon May 13 13:09:46 +0000 2024,@somepanacea sabar ya org kalimantan nanti kan ada ikn,in,fregnand88,sabar ya org kalimantan nanti kan ada ikn,sabar ya org kalimantan nanti kan ada ikn,sabar ya org kalimantan nanti kan ada ikn,sabar ya org kalimantan nanti kan ada ikn,sabar iya orang kalimantan nanti kan ada ibu kota nusantara,"Patience Yes, people of Kalimantan will be the capital city of the archipelago",Negative,"['sabar', 'iya', 'orang', 'kalimantan', 'nanti', 'kan', 'ada', 'ibu', 'kota', 'nusantara']",sabar iya orang kalimantan kota nusantara,sabar iya orang kalimantan kota nusantara
